,Title,cates,commentCount,description,dislikeCount,favoriteCount,likeCount,viewCount
37,BTS Sendo Pervertidos 😏👉👌 1080p,['Music'],1673,"✨ BTS & JIKOOK ✨

#SeNemOsBTSéInocenteImaginaAsArmys

Toddynhos Desculpa Por Está Postando Vídeos Diariamente, Mas Como Vocês Né Meu Avô Está Operado Do Coração e Toda a Nossa Família Está Cuidado Dele, Pois Ele Tem Mais De 80 Anos ❤️

Música Da Intro -

👉 https://youtu.be/fuImj8WG1aM

Música Usada - https://youtu.be/mJPHAu4-Wp0

Espero Que Gostem Do Vídeo 💜

Nosso Insta Oficial - @BTS&JIKOOK
Meu Insta Pessoal - @Sabrynna_Salles

Beijo No Pescoço De Vocês! 🖤😘💋",450,0,29315,551118
38,"[BTS] CẬN CẢNH ""LỘ HÀNG"" TRONG HẬU TRƯỜNG ROLY POLY CHẾ | DI DI","['Pop_music', 'Music']",397,"[BTS] CẬN CẢNH ""LỘ HÀNG"" TRONG HẬU TRƯỜNG ROLY POLY CHẾ | DI DI

Các ông nhớ LIKE, SHARE & SUBSCRIBE cho Di Di nha ! Yêu Thương.
#hautruong #rolypolyche #didi

Facebook Di Di: https://www.facebook.com/mcdidivn/
Facebook Group (Hậu Cung Của Di Di): https://www.facebook.com/groups/18399...
Instagram Di Di: @dithanhthanh
Zing mp3: https://mp3.zing.vn/nghe-si/Di-Di

LIÊN HỆ KHÁC 
► CONTACT : partners@creatory.vn
► WEBSITE : creatory.vn
► FACEBOOK : facebook.com/CreatoryVN",273,0,6584,534472
39,BTS JUNGKOOK (정국) - Contrail (비행운) ( (Color Coded Lyrics Eng/Rom/Han/가사),['Music'],1380,"All Rights Administered by BigHit Entertainment.
♥Watch in HD♥
↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭
⇘Follow me⇙
⋆ TWITTER: https://twitter.com/AngelaRM_
⋆ ASK ME ANYTHING!: https://curiouscat.me/AngieRM_
⋆ FACEBOOK: https://www.facebook.com/angie.rm.3304
↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭↭
➮ NO COPYRIGHT INFRINGEMENT INTENDED 
DO NOT RE-UPLOAD!

 #정국 #BTS #방탄소년단 #JUNGKOOK #GoldenJungkookDay #AlwaysWithYouJungkook #BrightestStarJK #HappyJungkookDay #AlwaysBeHappyJK #1stSeptemberMiracle #정국은_나의_유포리아 #정국아생일축하해 #정무행알

BTS 
BTS Jungkook
Jungkook BTS
방탄소년단
Bangtan
Bangtansonyeondan
BTS Euphoria
Euphoria lyrics
Euphoria full lyrics
BTS Euphoria Full
Jungkook cover
BTS Jungkook cover
Jungkook cover lyrics 
Jungkook cover song
JK cover
JK Contrail (비행운)
Jungkook Contrail (비행운)
Jungkook Contrail (비행운) Lyrics 
Jungkook Contrail (비행운) audio
Jungkook Contrail (비행운) duet
Jungkook Contrail (비행운) karaoke
Jungkook Contrail (비행운) 1 hour 
Jungkook Contrail (비행운) live 
Jungkook Contrail (비행운) reaction
JK Contrail (비행운) 8D
bts  lyrics
bts audio
bts live
bts concert
bts music video
bts mv
bts showcase 
bts  teaser
bts cover
bts line distribution
bts reaction 
bts lyrics
#BTS #정국 #Jungkook #Contrail (비행운)",116,0,57399,528216
40,BTS - Showcase Making 2/3,"['Hip_hop_music', 'Music_of_Asia', 'Music']",193,"*Do Not Re-Upload, Edit & Take Out with Credit*",66,0,9290,516426
41,"Here’s How Each BTS's Member Was Discovered, And Signed To BigHit Entertainment (Part 1)",['Music'],620,"This is how each member of BTS came to be! Before they became the top-charting global superstars that they are, they were just kids pursuing their dreams.
Part 1:
1. Rap Monster
2. Suga
3. J-Hope
4. Jin

Subscribe to our channel ►https://goo.gl/JS3iaA
---------------★★★★★----------------
Other Videos you might like:

BTS met Taylor Swift and more stars at the '2018 Billboard Music Awards'
https://www.youtube.com/watch?v=8wquU_6zEtU

BTS And Backstreet Boys Meet Up Backstage At The Billboard Music In Las Vegas
https://www.youtube.com/watch?v=j3qdSHm66Zw

BTS J-hope Reveales The Reason Why He Doesn't Want To Get His Ears Pierced
https://www.youtube.com/watch?v=WmYFcpJ-OMo

Here's the idol that was scouted by 7 different entertainment agencies
https://www.youtube.com/watch?v=cq2O1IviIhM

What Did BTS Members Do If They Had Free Time
https://www.youtube.com/watch?v=tMpjn7Diegs

BTS Suga And Wanna One Kang Daniel Interesting Way To Grab Their Phone
https://www.youtube.com/watch?v=UVXMbBPeFJk

BTS Jungkook Has A New Cute Habit
https://www.youtube.com/watch?v=8U8xrPytqCE

BTS Suga Opens Up About Difficult Past Involving The Lottery And Having Dislocated His Shoulder
https://www.youtube.com/watch?v=TXzYwTVyaow

Brazillian Plastic Surgeon Goes Nuts Over How Perfect V’s Face Is
https://www.youtube.com/watch?v=15-1d1FWv-A

BTS J-Hope And Jimin Break Down The True Personalities Of Their Members
https://www.youtube.com/watch?v=7gOVcOrnh7w

BTS Members Grow Beards For April Fools’ Day
https://www.youtube.com/watch?v=Tw3R_I7CcZ8

Description:

[Source] https://www.koreaboo.com/buzz/heres-bts-member-discovered-signed-bighit/
---------------★★★★★----------------
Our Social Media
♥ GooglePlus: https://goo.gl/EkTfJn
♥ Facebook: https://goo.gl/Q9biHH
♥ Pinterest: https://goo.gl/GjqLaH
♥ Twitter: https://goo.gl/ZiWTtb
---------------★★★★★----------------",134,0,9798,511852
42,Mi giustifico (BTS),['Entertainment'],170,"►► Behind the Scenes del video - TIPI DA GIUSTIFICA

Guarda il video originale qui: https://www.youtube.com/watch?v=ReodISdfxg4&list=UUNcv_YXlMmKmEBaNqOpMEYA

▪ Seguici su Facebook | https://www.facebook.com/frenchmole
▪ Seguici su Instagram | http://instagram.com/thefrenchmole",148,0,17556,510312
43,'Shooting Shaina's Sequence' BTS of Ep. 3 | Kidding | Season 1,"['Television_program', 'Entertainment', 'Film']",220,"A behind-the-scenes look at how the sequence of Shaina’s (Riki Lindholme) transformation, after being inspired by watching “Mr. Pickles’ Puppet Time,” was filmed, side-by-side with how the scene played on screen in episode 3. Starring Jim Carrey, Frank Langella, Catherine Keener and Judy Greer. 

#Kidding

Subscribe to the Kidding YouTube channel: https://goo.gl/UVijWi

Don’t have SHOWTIME? Order now: http://s.sho.com/1HbTNpQ.

Get More Kidding:
Follow: https://twitter.com/shokidding
Like: https://www.facebook.com/KiddingOnShowtime/
Instagram: https://www.instagram.com/shokidding/
Website: http://www.sho.com/kidding

In his first series regular role in over two decades, Jim Carrey stars as Jeff, aka Mr. Pickles, an icon of children’s television and a beacon of kindness and wisdom to America’s impressionable young minds and the parents who grew up with him. But when this beloved personality's family begins to implode, Jeff finds no fairy tale, fable or puppet will guide him through the crisis, which advances faster than his means to cope. The result: a kind man in a cruel world faces a slow leak of sanity as hilarious as it is heartbreaking.",40,0,8085,493620
44,"[Sub español] 171119 BTS para KRBE | ¿Quién es  mejor con las chicas, quién es tímido?",['Music'],,"NO SUBIR O SACAR SUBTÍTULOS.

------------------------------------------------------

Sígueme en twitter: @yoongified93
Donaciones (como subtituladores no ganamos dinero de Youtube):  https://www.buymeacoffee.com/yoongified93
Sugiere algún video (a excepción de Vlive): bit.ly/linksyf93",102,0,19837,477946
45,Il telefono migliore (BTS),"['Technology', 'Lifestyle_(sociology)']",174,"►► Behind the Scenes del video - IPHONE vs SAMSUNG

Guarda il video originale qui: https://www.youtube.com/watch?v=SfRKcjEDvqw

▪ Seguici su Facebook | https://www.facebook.com/frenchmole
▪ Seguici su Instagram | http://instagram.com/thefrenchmole",198,0,12615,469347
46,"[NEWSEN] 방탄소년단(BTS), 카리스마 눈빛 매력에 '심멎' [뉴스엔TV] @IncheonAirport_190114",['Society'],930,"'뉴스엔' 채널 구독하세요! 'Newsen' Subscribe! 클릭! ☞ https://bit.ly/2GZhivT

[인천공항(영종도)=뉴스엔 김기태 기자]

방탄소년단(BTS) 멤버 RM, 슈가, 진, 제이홉, 지민, 뷔, 정국이 1월 14일 오후 일본에서 열린 -BTS WORLD TOUR 'LOVE YOURSELF' JAPAN EDITION- (방탄소년단 월드 투어 '러브 유어셀프' 재팬 에디션) 해외 콘서트 일정을 마치고 인천국제공항을 통해 입국했다.

#BTS #방탄소년단 #BTSWORLDTOUR #LOVEYOURSELF #월드투어 

.
※ Newsen (뉴스엔미디어)
◈ www.newsen.com
◈ https://twitter.com/newsen_t
◈ e-mail : newsen@naver.com (취재 및 보도 요청)",207,0,12187,466963
47,"REACCIONANDO AL K-POP #2 ( Blackpink , Twice , BTS ,...) | Uy Albert!","['Music_of_Asia', 'Music']",3440,"Reacciono al K-POP por segunda vez! Y ME ENCANTA!
Videoclips de Blackpink (mis ídolas, soy fan), Twice, BTS, EXO,.. todas las bands del POP COREANO.

PRIMERA PARTE: https://youtu.be/MtTZtiM4jCI

SEGUIDME POR MIS REDES SOCIALES:
• TWITTER  https://twitter.com/uyalbert
• INSTAGRAM  https://www.instagram.com/uyalbert

Email de contacto para marcas y sponsors: 
uyalbertchannel@gmail.com",478,0,55331,458175
48,Fortnite vs PUBG Part 3 BTS,"['Film', 'Entertainment']",125,"Hope you enjoy our BTS even though its basically just a blooper reel!

Check out the video this is based on here if you haven't seen it yet: https://www.youtube.com/watch?v=BmkSQ-_1oTw

⭐⭐FOLLOW US ON OUR OTHER PAGES⭐⭐

👉🏽YouTube: https://www.youtube.com/channel/UC64G4AyV8dv2V7ErXfrXg3A
This is where you can see the most of our content in one place!

👉🏽Twitter: https://twitter.com/laughoverlife
Talk with us and receive channel updates as well as behind-the-scenes recordings!

👉🏽SAY HI IN OUR DISCORD CHAT: https://discord.gg/h5CqyzM

👉🏽Facebook: https://www.facebook.com/LaughOverLife/
See some of our videos as well as occasional videos we're involved with!

👉🏽Instagram: https://www.instagram.com/laughoverlife/
For behind-the-scenes, small trailers, and our shorter videos that aren't long enough for YouTube

👉🏽CHECK OUT OUR WEBSITE: https://www.laughoverlife.com/

⭐⭐DESCRIPTION⭐⭐

This is behind the Scenes for Fortnite Vs PUBG part 3! if you like boogie bombs and impulse grenades, then this is the place for you! See our bloopers and how we do our vfx here!

⭐⭐CHECK OUT OUR GEAR⭐⭐

Camera - Sony A7sii - http://amzn.to/2r3wjUf
Lens - Sony 24-70mm f/4 - http://amzn.to/2qfulxf
Mic - Rode Video Mic Pro - http://amzn.to/2pIhClN
Stabilizer - Ronin M - http://amzn.to/2rbRXTx
Secondary Gimbal - Zhiyun Crane - http://amzn.to/2qfwZ6e

🌟🌟SUPPORT US🌟🌟

If you're an awesome and loving person who's looking to support us, THANK YOU!!! Please check out these links if you WANT, we still love you if you don't :)

👉🏽Donate through Patreon:
https://www.patreon.com/laughoverlife

👉🏽BUY SOME MERCH:
https://www.redbubble.com/people/laughoverlife

Thank you so much for watching!!! 👋🏼🤡",91,0,3149,439978
49,BTS EN EL METRO | HASTA QUE PUDE,['Lifestyle_(sociology)'],3201,"Este video muestra lo genial que son los ARMY a nivel mundial y todo lo que hacen por #BTS ! Aun estoy maravillado de todo esto #METRO #INCREIBLE

# Instagram
https://www.instagram.com/welcometothepanoptico/

# Twitter
https://twitter.com/shinseba

# Correo (Solo empresas)
shinseba@gmail.com

# Tienda Recomendada
https://www.instagram.com/kimchistorechile/",1515,0,34198,436945
